timestamp,auction_id,base_cpm,winning_bid,audience_segment,ad_category,device_type,hour_of_day,day_of_week,ad_position,ad_size,user_location,user_age,user_gender,value_per_conversion,true_ctr,true_cvr,clicked,converted
2025-06-08 05:36:39.035546,AUCTION_040359,6.026775827355802,0.3744001221538906,students,food,mobile,13,4,content,728x90,SO,41,F,15.0,0.02807625226583911,0.06654010477893621,0,0
2025-06-01 21:39:53.642714,AUCTION_053841,28.37338359749989,1.0066784277207494,food_lovers,gaming,mobile,12,0,content,300x250,VE,38,F,35.0,0.06304628509127772,0.13117896038505147,0,0
2025-06-09 02:22:58.115270,AUCTION_009162,12.61452624956467,1.6467861647678324,business_professionals,food,mobile,16,2,bottom,728x90,BB,46,F,15.0,0.01830958802455901,0.09234062434258171,0,0
2025-05-27 10:16:10.933636,AUCTION_087843,33.96586346542937,0.610756021273229,food_lovers,family,mobile,8,1,bottom,320x50,PA,28,F,20.0,0.05526249109620357,0.07622350734929083,0,0
2025-05-30 23:25:54.913755,AUCTION_037629,22.537693933453312,0.6720398067573837,business_professionals,electronics,mobile,4,3,bottom,300x250,AU,36,M,45.0,0.014300472267730577,0.19118176245182605,0,0
2025-06-08 00:28:33.239877,AUCTION_083304,15.707844741926897,1.911408806348584,sports_fans,gaming,mobile,16,0,content,300x250,MK,26,F,35.0,0.06718704806502006,0.06958258578663273,0,0
2025-05-30 15:51:32.254830,AUCTION_066269,19.08703974568172,0.8601956380596056,business_professionals,business,mobile,18,6,sidebar,300x250,MH,27,F,70.0,0.37065388221848344,0.3327114364715353,1,0
2025-05-28 03:10:09.303867,AUCTION_034653,23.662119397273198,0.5160472240337421,parents,food,desktop,2,5,content,728x90,DE,43,F,15.0,0.12916889196208806,0.20585532946452448,0,0
2025-06-09 15:49:34.753709,AUCTION_041962,10.376456613697941,0.6737224170072751,tech_enthusiasts,sports,desktop,23,0,bottom,160x600,UZ,30,M,25.0,0.03870298178826412,0.2478985572418122,0,0
2025-05-23 02:53:30.363348,AUCTION_039590,4.6875042887618825,0.41031605107508184,fashion_shoppers,sports,mobile,12,0,content,160x600,SC,20,M,25.0,0.05834984301325606,0.06669740024585737,0,0
2025-06-08 21:07:30.027229,AUCTION_081035,9.42777238845048,0.4705557994857357,students,education,mobile,6,3,content,160x600,GR,30,M,50.0,0.3479066299493752,0.2675422781446273,0,0
2025-05-31 01:16:28.316317,AUCTION_010980,15.059778114044528,0.681329084584811,food_lovers,sports,tablet,4,3,top,728x90,AZ,30,M,25.0,0.044919267927890145,0.17980769986538292,0,0
2025-05-16 00:18:18.141117,AUCTION_056299,5.246564085897602,0.35627736708730007,food_lovers,fashion,mobile,12,3,top,728x90,VA,63,M,30.0,0.04213922346714281,0.22427945514137493,0,0
2025-05-11 19:31:42.468379,AUCTION_061548,15.810292774508081,1.4981339039126107,parents,education,mobile,3,5,bottom,160x600,TT,33,M,50.0,0.06518286393874159,0.404767890640628,0,0
2025-05-16 18:04:06.875666,AUCTION_088400,8.247291678139726,0.9082036045475597,business_professionals,fashion,mobile,7,5,sidebar,300x250,LV,23,F,30.0,0.024378106215703237,0.12749126366366795,0,0
2025-05-19 18:48:35.880043,AUCTION_044323,23.52967913863762,0.2579290503083767,business_professionals,food,mobile,5,1,top,300x250,BF,46,M,15.0,0.06474794120855218,0.09597506801955762,0,0
2025-05-23 02:27:54.537836,AUCTION_055207,9.726054376951284,0.5671080505446626,travel_enthusiasts,family,mobile,7,2,top,300x250,CH,29,F,20.0,0.040868588813864,0.0935807707021464,0,0
2025-06-06 20:40:24.991945,AUCTION_053527,30.088363965534743,0.5845273967004417,business_professionals,fashion,mobile,7,3,content,320x50,CM,36,M,30.0,0.016551241357598334,0.17068150724767783,0,0
2025-05-11 08:37:12.383748,AUCTION_026970,13.127192762488379,0.6758741492742596,business_professionals,family,mobile,6,1,sidebar,728x90,CD,45,F,20.0,0.01793546580722667,0.11699857666441912,0,0
2025-06-06 15:25:20.364841,AUCTION_073217,8.871113718800174,1.0066612503661483,gaming_community,food,desktop,18,6,content,160x600,TW,22,F,15.0,0.05912423776919618,0.13617375230012435,0,0
2025-06-04 12:36:14.528091,AUCTION_065890,17.195723645905915,0.6302257089938573,fashion_shoppers,sports,mobile,8,3,top,160x600,GA,43,M,25.0,0.02600995131742825,0.09765237383610487,0,0
2025-05-31 12:01:57.828684,AUCTION_042221,13.458006980498006,0.5253107759244149,tech_enthusiasts,education,mobile,9,2,top,160x600,MV,34,M,50.0,0.038453451206910336,0.1571583171067113,0,0
2025-06-01 22:47:08.067002,AUCTION_097865,4.961025710492431,0.39945686809253284,food_lovers,family,desktop,9,5,content,728x90,SC,18,M,20.0,0.1563873558211802,0.17814484808703562,0,0
2025-05-16 07:47:39.293531,AUCTION_012250,14.241639282689594,1.2928888074998233,sports_fans,gaming,desktop,2,0,top,728x90,MY,23,F,35.0,0.09063701694462191,0.1968756730633672,0,0
2025-05-15 09:36:41.154234,AUCTION_069436,22.202248497173624,0.9238533409919939,tech_enthusiasts,family,mobile,20,5,content,320x50,FM,36,O,20.0,0.05806366053692473,0.08512272360979964,0,0
2025-05-24 09:23:03.084640,AUCTION_038432,9.19413652612232,1.2724734518422784,travel_enthusiasts,electronics,mobile,9,3,top,320x50,KN,26,M,45.0,0.07598285241867188,0.156611527930899,0,0
2025-05-23 06:46:19.969388,AUCTION_040889,20.38681327614548,0.5097624628006273,fashion_shoppers,electronics,mobile,4,0,bottom,728x90,SY,31,F,45.0,0.013877621909899999,0.14408669160800794,0,0
2025-06-03 11:16:11.405371,AUCTION_030998,10.64401823971213,0.5463053601955135,students,electronics,tablet,11,0,top,300x250,DK,41,F,45.0,0.09708311712710471,0.32138263794402155,0,0
2025-05-26 23:55:01.100448,AUCTION_056145,7.597097762753015,0.30333668986499873,food_lovers,electronics,mobile,13,2,top,300x250,IN,30,O,45.0,0.04291373593015483,0.1306708125605806,0,0
2025-05-17 23:22:10.888385,AUCTION_095413,9.470674419120101,0.5080330681241748,business_professionals,family,desktop,13,6,top,728x90,GN,43,M,20.0,0.05866195047803682,0.3811423590461737,0,0
2025-06-09 21:46:58.471611,AUCTION_022155,8.221874869255261,0.7258470165466084,food_lovers,education,mobile,18,1,content,320x50,SE,19,F,50.0,0.08970351575339419,0.13601236713316606,0,0
2025-05-12 08:48:15.861775,AUCTION_017613,10.7112936122004,0.7126005815674745,tech_enthusiasts,education,mobile,23,0,content,300x250,SM,37,M,50.0,0.08180491590428383,0.1770459953147206,0,0
2025-05-25 11:30:18.810941,AUCTION_056443,27.26023329043048,0.4964655091645538,sports_fans,fashion,desktop,21,1,content,160x600,ET,41,F,30.0,0.03579773189183468,0.3291857557970352,0,0
2025-06-09 16:55:08.967197,AUCTION_098399,4.6124022712375625,0.6304030778503725,travel_enthusiasts,fashion,mobile,11,1,sidebar,160x600,LV,41,F,30.0,0.021590936950997407,0.20319194565316964,0,0
2025-05-29 18:34:58.568331,AUCTION_024052,15.72232025602224,0.3622677144264935,students,travel,mobile,14,2,content,300x250,GN,42,F,90.0,0.10598612823381807,0.30342560544962266,0,0
2025-05-16 07:45:38.448873,AUCTION_050242,18.095166543683263,0.5874316284334196,business_professionals,fashion,desktop,9,5,content,728x90,AD,23,M,30.0,0.04956366008081458,0.353912990130106,0,0
2025-05-18 04:29:25.013413,AUCTION_058998,27.493778964329195,0.9716682752183088,tech_enthusiasts,family,desktop,7,2,top,300x250,KM,36,M,20.0,0.046380034875667046,0.2724658258978633,0,0
2025-05-13 17:44:34.401951,AUCTION_031344,24.63538969964705,0.9476059212483607,parents,food,mobile,23,4,top,300x250,LI,20,F,15.0,0.18153016351134443,0.05382579753418828,0,0
2025-05-29 20:37:04.493938,AUCTION_061241,8.604586660312558,1.4823453865499263,tech_enthusiasts,sports,mobile,21,6,sidebar,300x250,FI,26,M,25.0,0.08107716970321541,0.06198058382136942,0,0
2025-05-27 05:14:19.540383,AUCTION_092529,4.988707678130333,1.4376465131846865,travel_enthusiasts,family,tablet,11,0,content,300x250,CO,25,F,20.0,0.055539846242895784,0.09845493028717399,0,0
2025-06-03 11:06:02.874826,AUCTION_080828,12.248668443627036,1.6782453843869098,gaming_community,gaming,desktop,12,5,top,300x250,UZ,40,M,35.0,0.5003374146148113,0.5075477839551837,1,1
2025-05-31 06:26:15.202511,AUCTION_051725,7.9878544838102075,0.6539542203460932,business_professionals,food,desktop,14,2,sidebar,160x600,LT,35,M,15.0,0.025481074427267585,0.12497769878379786,0,0
2025-05-23 19:34:04.473821,AUCTION_033879,11.851016125607298,0.2050363567560643,tech_enthusiasts,family,tablet,2,2,top,160x600,SG,47,M,20.0,0.053523201134222216,0.1583175636101573,0,0
2025-05-17 16:06:31.377143,AUCTION_083006,9.036438316955547,0.7362860846034471,students,travel,mobile,5,0,top,300x250,SN,41,F,90.0,0.04036208623906738,0.37868796997346876,0,0
2025-05-28 02:31:15.618366,AUCTION_073908,14.731149630849828,0.6776606952527844,gaming_community,gaming,mobile,19,6,bottom,160x600,IE,27,F,35.0,0.17244399918437192,0.0953430282542406,0,0
2025-06-06 04:34:00.168151,AUCTION_067246,11.596262645989539,0.476765691501914,fashion_shoppers,family,mobile,0,1,content,300x250,JO,30,F,20.0,0.08678059459075314,0.07970396596273888,0,0
2025-05-17 11:15:17.754680,AUCTION_088807,21.55711119979202,0.9001756134757533,tech_enthusiasts,fashion,mobile,0,0,sidebar,160x600,SL,45,F,30.0,0.0308962362209108,0.15912363934526969,0,0
2025-06-08 18:47:19.663108,AUCTION_013121,7.796977922645257,0.6402427296170545,food_lovers,sports,mobile,17,0,top,300x250,BS,40,F,25.0,0.0886757532269336,0.1187227615309231,1,0
2025-05-25 16:14:14.198969,AUCTION_008257,9.521153568449519,1.0148068443750498,parents,fashion,desktop,7,1,sidebar,300x250,DK,54,F,30.0,0.02338758107832884,0.5292584863052042,0,0
2025-05-31 12:45:16.567038,AUCTION_093380,22.546202983949186,0.4607330774139541,sports_fans,business,mobile,6,1,top,728x90,IQ,21,F,70.0,0.06369394623280308,0.14551632526817274,1,0
2025-05-20 21:42:07.386975,AUCTION_013914,13.084442793557903,0.5294151293824894,gaming_community,family,desktop,23,0,bottom,160x600,JP,43,F,20.0,0.015178361540548614,0.2079817233030799,0,0
2025-05-26 07:45:40.832448,AUCTION_030902,8.663068093060561,0.42600672585326455,food_lovers,education,desktop,12,1,content,160x600,AO,44,M,50.0,0.04678335602380676,0.6337944158114224,0,0
2025-06-01 22:20:29.033662,AUCTION_072858,20.26871199567887,0.7850472697505905,parents,travel,mobile,15,0,top,728x90,BB,44,M,90.0,0.0524256051556385,0.3275399688862766,0,0
2025-06-01 05:54:03.987968,AUCTION_020292,20.83143449373794,0.35363885452323646,students,food,mobile,8,1,sidebar,160x600,BO,28,F,15.0,0.03185985059943137,0.05311108604733491,0,0
2025-06-02 05:05:15.247191,AUCTION_058170,17.10781332010998,1.2716667026791277,gaming_community,electronics,desktop,17,6,top,300x250,SE,57,M,45.0,0.17776503540100771,0.6591620308013867,0,0
2025-06-09 08:47:59.594974,AUCTION_020949,26.678519878821163,0.7272000360887573,travel_enthusiasts,food,mobile,16,2,top,728x90,NG,32,F,15.0,0.21468477096015415,0.06659837907363385,0,0
2025-05-21 12:32:23.434293,AUCTION_036694,11.397310015260013,0.7040398001316304,sports_fans,gaming,mobile,6,1,top,300x250,RW,35,F,35.0,0.05205063289270222,0.09394004817421425,0,0
2025-05-22 20:04:23.245703,AUCTION_008525,20.155024386965025,0.8308878870167354,sports_fans,food,mobile,14,1,top,300x250,BH,30,M,15.0,0.24447751423530406,0.07363529498461312,0,0
2025-05-17 02:38:57.224663,AUCTION_078271,30.877111407559557,0.5330098442492204,students,food,mobile,7,6,top,160x600,GA,55,F,15.0,0.029858550544976492,0.13294285846518028,0,0
2025-06-04 10:19:00.448735,AUCTION_077402,14.675850788614184,0.37584517288891517,students,business,mobile,20,5,content,320x50,AD,36,M,70.0,0.05843859460131277,0.33260267674640887,0,0
2025-05-23 23:39:02.397889,AUCTION_077651,10.196576139962477,0.9205178110065577,tech_enthusiasts,fashion,mobile,12,6,top,320x50,PH,42,F,30.0,0.042785100628670546,0.14001420869315892,0,0
2025-06-01 06:05:44.230379,AUCTION_099836,22.825841542086167,0.7809431782785694,food_lovers,electronics,mobile,5,1,content,300x250,BE,48,F,45.0,0.049556097637892,0.32725034882431586,0,0
2025-05-13 16:14:54.299716,AUCTION_092271,20.008027110783235,0.8610016317109479,food_lovers,family,tablet,14,5,top,160x600,TT,29,F,20.0,0.12881419800109833,0.13212988470237622,0,0
2025-05-11 00:13:59.059134,AUCTION_029775,10.853249272764376,0.7815530179103366,parents,electronics,desktop,16,4,top,728x90,HR,18,M,45.0,0.12849952191818767,0.2860096076548206,1,0
2025-06-03 04:27:55.254068,AUCTION_034807,5.349085671047103,0.6179028203006008,sports_fans,education,tablet,4,3,top,300x250,MK,34,F,50.0,0.05475058982779074,0.3354020757917834,0,0
2025-05-13 02:55:14.627380,AUCTION_016885,14.079762991463348,0.5510363593491198,sports_fans,travel,mobile,15,2,content,160x600,MC,42,M,90.0,0.03529196108919522,0.2930904633535745,0,0
2025-06-04 01:24:02.656714,AUCTION_049983,21.619576717496326,0.42619756806936526,students,education,mobile,4,1,content,300x250,JP,22,M,50.0,0.19011255306724087,0.30138013944764147,0,0
2025-06-09 09:47:04.535378,AUCTION_062614,10.269535488203637,0.5748203646927389,gaming_community,travel,tablet,7,3,sidebar,160x600,MR,29,F,90.0,0.02191128279363883,0.34896367805012946,0,0
2025-05-19 07:05:26.614530,AUCTION_014228,10.1445283319854,0.6533160991715945,students,food,mobile,14,6,top,300x250,DJ,22,F,15.0,0.115794189257036,0.05119313198787236,0,0
2025-05-18 13:47:14.797871,AUCTION_052176,16.46446983573286,1.3443875018041693,gaming_community,business,mobile,4,3,content,300x250,BZ,37,M,70.0,0.055697187382726394,0.24287211805672357,0,0
2025-05-21 02:39:41.677664,AUCTION_008028,8.683443376385082,0.9888140607592973,travel_enthusiasts,electronics,desktop,20,5,content,300x250,AD,28,M,45.0,0.048456582105473926,0.293354659499984,0,0
2025-06-09 03:09:07.217586,AUCTION_028921,14.096868842850425,0.978718719647126,business_professionals,business,desktop,22,2,top,300x250,IE,32,F,70.0,0.5511764679265541,0.5494455822946894,0,0
2025-05-13 01:29:41.103552,AUCTION_069419,27.354207318442977,0.5126823516823725,parents,business,desktop,21,4,bottom,728x90,PT,33,M,70.0,0.0362531681733023,0.46546091944657775,0,0
2025-06-01 14:22:39.817920,AUCTION_070811,11.205396203584453,0.27833970119320817,tech_enthusiasts,sports,desktop,2,6,bottom,728x90,TM,29,M,25.0,0.04175114156078175,0.30542367131519893,0,0
2025-05-14 22:12:19.852181,AUCTION_034363,7.519331216323446,0.2514982674394839,sports_fans,food,desktop,7,0,sidebar,300x250,LA,34,F,15.0,0.03952857024887543,0.18563910268106323,0,0
2025-05-19 13:17:33.400463,AUCTION_043203,8.078114113494989,0.4464108185083298,travel_enthusiasts,business,desktop,9,2,bottom,300x250,HT,23,F,70.0,0.029845137800626063,0.2667187147645143,0,0
2025-05-26 23:29:45.269651,AUCTION_036794,19.516825428918818,0.3010698604678651,gaming_community,fashion,tablet,7,2,top,160x600,SE,45,M,30.0,0.02571212162716288,0.296459220137306,0,0
2025-05-20 15:11:53.238680,AUCTION_097026,14.788631212408974,1.35859589417132,food_lovers,education,mobile,6,6,bottom,300x250,BJ,34,F,50.0,0.017348833749642814,0.15229822023739012,0,0
2025-05-24 06:41:26.865031,AUCTION_063342,8.413485808516485,0.9208925052800888,students,sports,mobile,22,2,content,300x250,HT,33,F,25.0,0.11814058618967097,0.10473404288135955,0,0
2025-05-23 18:15:20.272133,AUCTION_036955,10.129146007819061,2.2639642827674105,business_professionals,education,mobile,23,5,top,300x250,ZM,48,F,50.0,0.24673318494771057,0.5014037113981361,1,1
2025-06-04 15:42:00.645974,AUCTION_069228,7.920596030522001,1.2975776825052654,business_professionals,food,mobile,22,0,content,728x90,BF,25,M,15.0,0.06977848341888744,0.059688672403445275,1,0
2025-06-06 12:01:09.440604,AUCTION_009423,6.145529518499327,0.5802486405148334,sports_fans,sports,desktop,20,4,sidebar,728x90,IL,38,F,25.0,0.2550226614416242,0.3542247213665297,0,0
2025-05-29 01:32:39.692082,AUCTION_086000,8.815272767853031,0.4683444998209724,food_lovers,sports,mobile,3,4,content,728x90,PW,56,M,25.0,0.02366131081984364,0.19289806223880349,0,0
2025-06-09 14:07:18.318401,AUCTION_016958,26.10987319825988,0.9040421242542185,parents,travel,mobile,15,2,top,320x50,BD,39,M,90.0,0.0467964292937181,0.39953290819538334,0,0
2025-06-06 06:29:16.536777,AUCTION_021614,3.4497305343371876,0.298796362059014,travel_enthusiasts,travel,desktop,14,4,top,300x250,TL,50,M,90.0,0.38573578769562117,0.7013347458948064,0,0
2025-06-02 00:34:32.868221,AUCTION_061461,13.555767772223335,0.5801070531799184,food_lovers,education,mobile,11,5,top,300x250,BN,30,M,50.0,0.05171159888173638,0.18573810072414726,1,0
2025-05-30 09:15:40.417907,AUCTION_061773,14.463538979226879,1.3700458883598423,gaming_community,education,mobile,19,0,bottom,300x250,ID,41,M,50.0,0.02701805412513535,0.15106789190380568,0,0
2025-05-28 14:07:28.436462,AUCTION_086801,14.631506263854952,1.006426060013777,sports_fans,fashion,mobile,5,1,top,320x50,ME,33,M,30.0,0.03296442213117544,0.15085812133990267,0,0
2025-06-03 07:18:02.174084,AUCTION_067502,19.79355262680532,1.4428657927793207,food_lovers,electronics,mobile,10,1,top,728x90,IL,31,M,45.0,0.045360683586535215,0.1490738607173071,0,0
2025-05-17 14:55:46.838707,AUCTION_079370,18.058388202197076,0.7543300566149618,fashion_shoppers,travel,mobile,23,0,content,728x90,HR,54,F,90.0,0.11029139471959089,0.3904099072536379,1,1
2025-05-12 00:10:32.173102,AUCTION_034496,25.76245766087727,0.4381850773739066,fashion_shoppers,family,desktop,2,0,bottom,300x250,FM,32,F,20.0,0.03841667859935865,0.19910316949919257,0,0
2025-06-02 04:04:17.445781,AUCTION_043008,17.550562216794894,1.0139605022310534,food_lovers,travel,mobile,23,5,sidebar,300x250,ZM,37,F,90.0,0.09696947379314713,0.2166926880249593,0,0
2025-05-18 19:40:15.328584,AUCTION_091597,13.372675529984331,1.3741689709944698,parents,education,desktop,12,3,top,300x250,SV,29,M,50.0,0.12179469091805664,0.3430470121995674,0,0
2025-05-27 00:33:13.255799,AUCTION_075438,11.19032929073179,1.0910884447685771,tech_enthusiasts,family,desktop,5,6,top,728x90,BT,37,M,20.0,0.028545181329115002,0.33245016210454803,0,0
2025-05-16 07:17:56.254114,AUCTION_029719,7.6993596697045925,0.8200620942065435,food_lovers,education,desktop,19,1,bottom,728x90,TM,45,F,50.0,0.021258668972638367,0.5195578545540045,0,0
2025-06-01 11:35:54.840761,AUCTION_038606,33.08891686591737,1.3778164929930103,gaming_community,education,mobile,8,4,bottom,300x250,GH,42,M,50.0,0.017737126693983245,0.33128725820353205,0,0
2025-06-09 06:02:16.658536,AUCTION_077126,8.427466168598373,1.29036791644997,fashion_shoppers,family,desktop,2,3,content,300x250,LR,34,M,20.0,0.037961949184455474,0.26652877556445403,0,0
2025-06-04 20:32:34.160083,AUCTION_097087,16.775811367519914,1.1069886351480787,travel_enthusiasts,sports,mobile,9,6,top,300x250,DJ,18,M,25.0,0.10771732483253474,0.06431989014966186,0,0
2025-06-08 08:28:09.940667,AUCTION_024626,12.593470897855996,0.24113418675157053,tech_enthusiasts,business,desktop,14,6,top,728x90,FJ,25,M,70.0,0.0713028494519458,0.35549105590830404,0,0
2025-05-12 12:53:45.106708,AUCTION_061814,11.117949893270428,1.0244181044659013,gaming_community,electronics,mobile,9,1,content,300x250,LS,44,F,45.0,0.12790593799564848,0.21459786786942428,0,0
2025-05-17 11:55:25.921321,AUCTION_069755,9.369496356870343,1.2393562407078396,students,sports,mobile,6,4,bottom,300x250,GY,46,F,25.0,0.016784835254366682,0.1426769792363692,0,0
2025-05-20 08:02:08.251043,AUCTION_011930,10.790633372756924,0.9762498263703823,sports_fans,travel,mobile,2,2,content,300x250,GQ,41,O,90.0,0.03730435267940589,0.3036913141208462,0,0
2025-05-30 04:47:56.429715,AUCTION_016160,8.0006188583187,0.6876222815556204,business_professionals,food,desktop,16,5,content,728x90,TM,18,M,15.0,0.07858597000890652,0.1311907769524359,0,0
2025-05-17 07:27:07.571437,AUCTION_047439,9.678993155153526,0.9844709865688526,food_lovers,electronics,mobile,20,6,content,160x600,RU,37,F,45.0,0.05431426647444965,0.1793320569001988,0,0
2025-05-26 05:49:30.065043,AUCTION_034605,11.852824172631925,1.9830502587000696,food_lovers,family,mobile,5,2,bottom,728x90,FR,41,M,20.0,0.027339544168587943,0.0988757457123533,0,0
2025-05-27 06:28:12.251209,AUCTION_014106,11.060663163053855,0.7924340203247361,gaming_community,travel,mobile,13,2,sidebar,300x250,OM,39,F,90.0,0.05349527091766724,0.34591104585782767,0,0
2025-05-21 07:55:48.902993,AUCTION_090650,19.698749831259445,0.526539613104293,gaming_community,food,mobile,3,0,sidebar,300x250,ZM,35,M,15.0,0.036268591983009024,0.06571342372290312,0,0
2025-05-29 12:18:39.947945,AUCTION_098434,10.68515840956615,1.2513212925188884,food_lovers,family,desktop,0,1,sidebar,728x90,BI,50,F,20.0,0.05532885127546715,0.3052524345412168,0,0
2025-06-09 02:00:42.947791,AUCTION_017502,7.20020660901506,0.6733000198368766,food_lovers,gaming,mobile,6,0,sidebar,728x90,EC,31,M,35.0,0.027273185891591382,0.100980766345597,0,0
2025-05-15 00:46:48.071396,AUCTION_063485,18.28226234267978,0.57953887520891,sports_fans,travel,mobile,2,4,sidebar,160x600,CI,34,F,90.0,0.016765858896957735,0.31178954628493133,0,0
2025-05-24 22:33:17.100840,AUCTION_033075,13.409120247902555,0.8009304840329811,parents,family,mobile,19,6,bottom,728x90,MT,25,F,20.0,0.31362879287652284,0.10958659448302417,0,0
2025-06-08 20:56:07.508995,AUCTION_079808,21.215776361728054,0.42017174880500374,fashion_shoppers,travel,mobile,23,3,sidebar,320x50,ER,41,M,90.0,0.06578383498434788,0.21286979850382365,0,0
2025-05-13 02:54:47.750021,AUCTION_090790,20.4757302299253,0.38228770861614036,students,family,mobile,5,1,sidebar,300x250,HN,45,M,20.0,0.01342841065364817,0.15489367209965071,0,0
2025-06-08 16:21:47.537042,AUCTION_093364,24.769119946181974,0.9118529429146868,travel_enthusiasts,family,mobile,10,0,sidebar,300x250,DZ,50,M,20.0,0.045148119247132884,0.07868959163968389,0,0
2025-06-01 08:05:05.044740,AUCTION_018292,5.274797954699504,1.0502022825754915,food_lovers,business,desktop,0,5,bottom,160x600,NL,34,M,70.0,0.032199922754265205,0.4322725841193587,0,0
2025-06-07 21:31:50.238289,AUCTION_043849,22.928004637855857,0.6334934190776548,food_lovers,gaming,desktop,0,5,top,728x90,DJ,35,M,35.0,0.129461531923715,0.2468296015750661,0,0
2025-05-11 15:22:11.920093,AUCTION_035067,15.938939499891962,0.43313727534616253,sports_fans,family,desktop,12,6,content,320x50,PH,27,F,20.0,0.046107272427444515,0.1732478576706367,1,0
2025-06-01 10:29:46.063714,AUCTION_061392,8.889573018845706,1.0773971070796104,gaming_community,education,desktop,16,2,content,300x250,NR,28,F,50.0,0.07373359015956456,0.4290214527006915,0,0
2025-05-29 06:49:56.024293,AUCTION_027381,20.681336363802743,0.5750454510872393,tech_enthusiasts,fashion,desktop,1,2,top,300x250,CD,49,M,30.0,0.05401647254231212,0.4799980167468084,1,1
2025-06-01 15:23:43.934768,AUCTION_085413,24.04082659417595,1.0210730475909957,food_lovers,business,desktop,9,6,content,728x90,DZ,25,F,70.0,0.04659927281660594,0.4484808429167668,0,0
2025-05-22 12:24:01.676363,AUCTION_013797,14.506067803400144,0.7129142559360961,business_professionals,food,mobile,11,2,bottom,300x250,MV,23,M,15.0,0.040211931389824686,0.05158336371908801,0,0
2025-05-28 12:08:12.334107,AUCTION_001728,8.266795084280417,0.4530182746602065,travel_enthusiasts,gaming,desktop,19,6,top,160x600,WS,26,F,35.0,0.05892725216309946,0.2915502602580516,0,0
2025-05-15 20:25:36.501143,AUCTION_066100,9.025145185422291,0.271005320058849,parents,business,desktop,22,2,sidebar,300x250,FJ,21,M,70.0,0.057204875771183654,0.5682480173121817,0,0
2025-06-01 23:56:08.325996,AUCTION_007677,4.2704639616616635,0.6264965565195183,parents,business,mobile,20,6,top,300x250,GB,30,M,70.0,0.12060891006217264,0.16876994558660702,0,0
2025-05-26 09:16:02.859830,AUCTION_073314,5.519520955827603,0.8633141271667468,travel_enthusiasts,travel,tablet,6,5,top,728x90,SV,33,M,90.0,0.40194942861212923,0.5373613637087855,0,0
2025-05-28 07:43:39.144283,AUCTION_069695,17.274962421972432,1.0304528562514437,food_lovers,fashion,mobile,0,4,bottom,300x250,LT,20,F,30.0,0.05212968967439645,0.08067046683229112,0,0
2025-06-01 05:48:50.674310,AUCTION_005438,11.210518448884612,0.31535505957353394,travel_enthusiasts,travel,mobile,23,5,top,300x250,GB,18,M,90.0,0.425537978190376,0.1862027746703891,0,0
2025-05-29 16:25:07.876779,AUCTION_073380,11.075568610967814,0.5973076411070836,parents,travel,mobile,0,2,top,300x250,PW,35,F,90.0,0.04361449878775657,0.2464724909347311,0,0
2025-06-01 12:38:29.583504,AUCTION_034590,6.253026713625286,0.6041092401315166,fashion_shoppers,education,mobile,2,5,bottom,728x90,OM,28,F,50.0,0.02815838079934924,0.20712082607601262,0,0
2025-06-02 04:04:04.329394,AUCTION_008452,7.436326451199983,0.454766668150601,students,travel,mobile,6,6,top,320x50,KE,21,F,90.0,0.023440888850787513,0.3393570336921162,0,0
2025-06-02 06:16:52.091565,AUCTION_006234,6.1305691476808395,1.0248009978400339,students,business,mobile,8,2,bottom,300x250,GM,44,F,70.0,0.01804382317074931,0.33712364397411854,0,0
2025-05-30 07:46:23.843743,AUCTION_056579,9.977408894518355,0.741175498724081,gaming_community,education,tablet,19,5,bottom,728x90,JO,41,M,50.0,0.02604981820442579,0.3261508047378815,0,0
2025-05-14 16:16:03.410318,AUCTION_044068,8.028191804924834,1.6223355885054682,gaming_community,sports,desktop,15,4,content,320x50,HR,34,M,25.0,0.027837044641625883,0.19526654188544257,0,0
2025-05-29 06:17:40.954710,AUCTION_073661,8.656694560176975,0.8298657448476469,students,business,mobile,9,0,top,300x250,MV,47,F,70.0,0.04296559552334593,0.302803212618997,0,0
2025-05-28 04:20:50.371441,AUCTION_018241,12.426855232396543,1.469797394122317,business_professionals,education,desktop,15,5,top,320x50,MN,20,M,50.0,0.19368627535950292,0.5171077490075066,0,0
2025-05-27 17:55:10.484839,AUCTION_072559,5.7161418847550625,0.6242705460869722,fashion_shoppers,food,mobile,12,3,content,320x50,BH,43,M,15.0,0.03277319031457528,0.09365156795891899,0,0
2025-05-21 06:30:15.251305,AUCTION_011372,24.655981842640575,0.4545843486938973,students,sports,desktop,23,3,top,320x50,UY,39,M,25.0,0.04363580918644863,0.3143402123223333,0,0
2025-05-31 07:45:48.467755,AUCTION_053067,5.789200740318987,0.7316670062180954,travel_enthusiasts,food,tablet,1,5,content,728x90,TL,38,F,15.0,0.10767316417565564,0.1148911164351831,0,0
2025-05-30 20:15:10.606705,AUCTION_054396,13.052506474412455,0.2681272399161245,food_lovers,business,mobile,2,2,bottom,728x90,FR,43,M,70.0,0.025705643770055246,0.20489441287249863,0,0
2025-06-03 21:17:41.413210,AUCTION_060743,12.519601280113628,1.121512522169823,tech_enthusiasts,business,desktop,9,4,content,728x90,SY,43,M,70.0,0.027400197078357617,0.660670548760837,0,0
